system_number,accession_number,LocationString,Room
80979,1930.5057,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
80981,1930.5055,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
4841,1931.25,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
4785,1931.197,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
62890,1931.1972,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
4756,1931.162,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
23372,1978.27.4,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
62824,1931.1865,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
14422,1975.62,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
62915,1931.1976,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
63276,1930.811,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
65540,1931.1866,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
4646,1930.735,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
24895,1980.91,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
4804,1931.215a-b,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
26380,1984.82.1,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
34969,1930.809,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
4636,1930.712,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
105351,2005.141.27,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
105315,2005.141.2,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
62806,1931.1854,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
105345,2005.141.21a-b,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
11749,1973.138.12,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
113553,2006.206.2,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
34768,1931.1786,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
4892,1931.3,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
40476,1930.2643,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
4801,1931.211,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
11756,1973.138.13,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
62779,1931.1828,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
62767,1931.1788,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
40477,1930.2644,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
40690,1930.3158,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
40442,1930.2651.a-b,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
65517,1931.1827,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
127177,2008.106.2,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
25738,1985.8.3,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
4627,1930.704,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
24592,1980.53,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
62850,1931.194,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
62854,1931.1946,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
40037,1930.5007,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
11687,1973.138.7,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
11693,1973.138.8,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
14895,1973.138.6a-e,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
39790,1930.5049,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
38489,1930.15,"Art Gallery (Street Hall), ST, 153 AD-Bran",153
52998,1964.46,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
39650,1930.2107,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
52162,1957.37,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
25909,1984.32.34,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
163352,2010.165.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
4447,1930.52,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
52608,1961.18.13,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
35793,1935.249,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
52672,1964.17,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
37846,1930.1382,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
75299,ILE1999.1.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
36489,1930.724,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
36474,1913.688,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
59977,1986.71.1.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
60493,1995.18.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
7858,1966.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
36492,1930.725,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
619,1906.11,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
35555,1930.999,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
35097,1930.964a-b,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
13701,1940.125,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
9284,1966.81.137,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
9154,1967.67.20a-b,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
38946,1930.72,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
101623,2010.88.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
36364,1930.1192,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
75031,1931.1958a-b,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
79203,2013.66.2,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
36344,1930.1173,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
36126,1935.23,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
35804,1930.1053a-b,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
35933,1930.1071,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
79252,2000.98.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
37773,1930.1293,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
35466,1939.142,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
37595,1930.1343,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
52046,1953.10.7a-b,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
11730,1973.138.10,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
6380,1934.348,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
81064,2001.87.88401,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
40525,1941.246,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
63899,ILE1974.2.2,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
63905,ILE1974.2.3,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
49785,1948.7,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
36888,1930.1195,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
4894,1931.302,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
4883,1931.293,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
36266,1936.17,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
39328,1931.645,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
48276,1947.194a-b,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
36990,1930.1224,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
6377,1934.344,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
183692,2014.5.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
6,1788.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
37811,1930.1294,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
35533,1936.141,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
65536,1931.1852,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
37139,1938.319,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
15102,1940.32,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
37853,1930.1322,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
2452,1919.11,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
64017,ILE1976.8,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
48396,1952.20.2,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
226,1866.5,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
47695,1950.64.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
5557,1932.85,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
5516,1932.48,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
8910,1967.62,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
35922,1930.1064a-b,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
153503,2001.87.19369,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
60336,1993.110.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
35919,1930.1056,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
79819,2001.10.1,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
333192,2024.99.1.1-.2,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
55712,1996.8.44,"Art Gallery (Street Hall), ST, 154 AD-QAnne",154
138240,1926.114.4.15a,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
130041,1930.5058.1.1,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
85320,2002.13.1,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
39991,1930.2358,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
39985,1930.2351,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
40797,1930.2446,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
4625,1930.702,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
4777,1931.186,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
62866,1931.1957a-b,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
62852,1931.1943,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
52541,1964.55.2,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
62865,1931.1955,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
57714,1989.36.1,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
62860,1931.1951,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
62859,1931.195,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
50284,1949.286,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
74508,1931.889,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
38583,1930.1553,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
4640,1930.729,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
9838,1966.136.13a-b,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
39026,1930.1880b,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
36499,1930.749,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
23367,1978.27.3,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
53,1832.16,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
38585,1930.1555,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
38948,1930.721,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
40038,1930.5008a-b,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
14426,1975.63.1,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
12738,1962.31.58a-b,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
40215,1930.2185,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
40747,1930.2428,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
40765,1930.2267b,"Art Gallery (Street Hall), ST, 155 AD-Gilead",155
72177,1984.32.29,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
39261,1930.2,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
40780,1930.2281,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
43654,1962.31.31a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
78488,ILE2001.6.1,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
62778,1931.1826,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
63890,ILE1974.2.1,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
35696,1936.147a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
35698,1936.148a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
78483,2000.118.1-.2,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
25184,1981.21,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
76781,1994.85.2,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
67444,1981.131.13,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
5758,1933.3,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38363,1930.1784,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
36991,1936.308,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
45313,1944.79,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
40419,1930.2245,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
8624,1967.26,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
43648,1962.31.25,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
39768,1930.2114,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
37699,1930.1378,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
36234,1936.189a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
35748,1938.98,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
39229,1939.674a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
49801,1948.224a-f,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
49146,1949.228a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
64524,1959.17.2a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
57889,1989.77.1,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38655,1930.2503,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
52700,1960.54.1,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
39466,1930.2686,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
39792,1930.5051,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
65516,1931.1825,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38657,1930.2504a-h,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
35281,1930.1001,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
37757,1930.1281,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
34947,1931.182,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38495,1930.1502,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
8555,1965.21,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
5565,1932.93,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
62872,1931.1961,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
39566,1930.1648,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
9739,1955.10.4,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
6357,1934.302a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38564,1930.1533a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38278,1930.1568,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
27226,1985.85.251,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
62845,1931.1883,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38816,1942.178,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38820,1942.182,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
9043,1966.81.32,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
62799,1931.1853,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
37694,1930.1373,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
5530,1932.59,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
53079,1964.55.1,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
34970,1930.810a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
43523,1959.17.3,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
37915,1930.1391a-b,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
5523,1932.54,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
36943,1930.1196,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
49644,1949.247,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38299,1942.91,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
36219,1936.166,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
35518,1936.136,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
216408,2016.158.1,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
292345,2020.46.1,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38646,1930.2495,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
38505,1930.1512,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
49783,1955.3.2,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
293069,2024.84.1,"Art Gallery (Street Hall), ST, 156 AD-Roc",156
58973,1991.115.1,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
38787,1930.2509,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
39265,1930.2002,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
38256,1930.2490a-b,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
26036,1984.34,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
39452,1930.2676a-d,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
40359,1930.2622,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
77186,1998.42.1,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
37744,1930.1275,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
35091,1930.958,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
26119,1984.62.1A-C,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
49427,1948.57a-c,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
40452,1930.2661,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
39673,1930.2784,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
4910,1931.316,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
6462,1934.46,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
39266,1930.2003,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
40453,1930.2662,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
39916,1930.2724,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
52666,1963.18.1,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
40306,1930.2204,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
78410,2001.1.1,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
39607,1930.3209,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
52685,1964.47,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
134291,2009.42.1,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
60354,1993.119.1,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
39277,1930.2009,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
222843,2017.94.2.1a-b-.2a-b,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
220066,2017.94.1.1-.5,"Art Gallery (Street Hall), ST, 161 AD-FedFurn",161
166052,2011.34.2,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
155104,2010.118.1,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
34990,1930.832,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
38957,1930.76,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
70565,1985.85.17,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
25623,1985.86.13,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
52822,1960.53.4,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
22721,1977.188.1,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
24039,1977.106.1,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
62838,1931.1876,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
36987,1930.1223,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
62878,1931.1966,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
45023,1945.239Aa-Ab,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
4644,1930.732a-b,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
34995,1930.936.1a-b-.2a-b,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
37594,1930.1342.1a-b-.2a-b,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
14738,1971.27.3,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
36143,1930.1096.1-.3a-c,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
13615,1974.7,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
61008,1995.79.1-3,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
38934,1942.188,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
35093,1930.959,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
39602,1930.3163,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
19,1804.4,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
40260,1930.2194a-b,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
120357,2007.214.1,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
197414,2015.7.1a-b,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
39599,1930.316,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
40656,1930.3102,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
80851,1931.2227a-b,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
39603,1930.3164,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
109512,2022.75.5,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
65625,1932.2999a-b,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
24670,1979.103.4,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
44299,1944.9,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
35065,1939.79,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
23355,1978.26,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
38570,1930.1539,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
39560,1930.164,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
38481,1930.1834,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
37029,1936.337,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
36144,1935.258,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
293522,2021.4.1,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
38752,1930.161,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
63012,1931.2213,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
36186,1930.11,"Art Gallery (Street Hall), ST, 162 AD-Fr&Sp",162
172983,ILE2012.4.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
52083,1957.29,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
174737,2012.91.5,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
78595,2000.83.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
85866,2002.30.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
96080,2003.104.1a-b,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
78725,2000.90.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
83507,2001.93.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
178089,ILE2012.25.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
79005,ILE2001.18.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
160946,2012.91.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
75253,1999.84.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
293479,2020.48.1,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
293480,2020.48.2,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
293481,2020.48.3,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
160947,2012.91.2,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
166301,2012.91.3,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
166305,2012.91.4,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
174696,2012.91.6a-c,"Art Gallery (Street Hall), ST, 162a AD-LtFed",162a
25621,1970.7,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
123022,2007.154.1,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
43649,1962.31.26,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
4703,1931.114,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
22979,1977.48.4,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
65544,1931.1872,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
64858,1996.46.18,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
52954,1963.28.4,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
37040,1936.385,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
39030,1930.1883,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
6401,1934.371,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
76766,1995.23.79,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
36668,1941.147,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
38554,1930.1981,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
62841,1931.1878,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
37963,1930.1416a-c,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
6403,1934.374a-b,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
26699,1985.85.144,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
78527,1986.102.106,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
67183,1986.102.4,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
38185,1930.1927a-b,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
47949,1947.279.1-.3,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
60249,1994.34.1,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
15817,1940.453,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
65551,1931.1884,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
152504,2001.87.18618,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
9051,1968.98,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
15810,1940.451,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
40674,1930.3131,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
72370,1985.84.221,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
74686,1931.1162,"Art Gallery (Street Hall), ST, 162b AD-EaFed",162b
